food_item_id,subgroup,country_region,type_farmed_wild,isscaap,x3_alpha,food_name_in_own_language,food_name_in_english,processing,scientific_name,asfis_english_name,asfis_scientific_name
901865,Finfish,"USA, SE Alaska/Washington/Oregon",NA,31,ARF,NA,"Arrowtooth flounder, skinless muscle flesh, raw",r,Atheresthes stomias,Arrow-tooth flounder,Atheresthes stomias
901866,Finfish,"USA, SE Alaska/Washington/Oregon/Puget Sound",NA,31,PWQ,NA,"Starry flounder, skinless muscle flesh, raw",r,Platichthys stellatus,Starry flounder,Platichthys stellatus
901867,Molluscs,"USA, SE Alaska",NA,56,CLX,NA,"Geoduck, syphon, raw",r,Panope generosa,"Clams, etc. nei",Bivalvia/Hiatellidae
901868,Molluscs,"USA, SE Alaska",NA,56,CLX,NA,"Geoduck, edible muscle flesh (body), raw",r,Panope generosa,NA,Bivalvia/Hiatellidae
901869,Finfish,"USA, Oregon/Washington/Alaska",NA,31,HAP,NA,"Pacific halibut, skinless muscle flesh, raw",r,Hippoglossus stenolepis,Pacific halibut,Hippoglossus stenolepis
901870,Finfish,"USA, British Colombia/Puget Sound",NA,35,HEP,NA,"Pacific herring, skinless muscle flesh, raw",r,Clupea harengus pallasi,Atlantic herring,Clupea pallasii
901871,Finfish,"USA, Kodiak/SE Alaska/British Colombia",NA,35,HER,NA,"Pacific herring, whole, raw",r,Clupea harengus pallasi,Atlantic herring,Clupea harengus
901872,Molluscs,"USA, SE Alaska",NA,57,OCT,NA,"Octopus, edible flesh, raw",r,Paroctopus hongkongensis,"Octopuses, etc. nei",Octopodidae
901873,Molluscs,"USA, Alaska",NA,53,OYG,NA,"Japanese oyster, edible flesh, raw",r,Crassostrea gigas,Pacific cupped oyster,Crassostrea gigas
901874,Molluscs,"USA, SE Alaska",NA,53,OFO,NA,"Native oyster, edible flesh, raw",r,Ostrea lurida,Yaquina oyster,Ostrea lurida
901875,Finfish,"USA, Bering Sea/NE Pacific Ocean of Alaska",NA,32,ALK,NA,"Walleye pollock, skinless fillet, raw",r,Theragra chalcogramma,Alaska pollock(=Walleye poll.),Theragra chalcogramma
901876,Finfish,"USA, SE Alaska",NA,38,RAT,NA,"Ratfish, skinless fillet, raw",r,Hydrolagus colliei,Spotted ratfish,Hydrolagus colliei
901877,Finfish,"USA, SE Alaska",NA,34,RMG,NA,"Black rockfish, skinless fillet, raw",r,Sebastes melanops,Black rockfish,Sebastes melanops
901878,Finfish,"USA, SE Alaska",NA,34,RFC,NA,"Darkblotched rockfish, skinless fillet, raw",r,Sebastes crameri,Darkblotched rockfish,Sebastes crameri
901879,Finfish,"USA, SE Alaska",NA,34,SFT,NA,"Rougheye rockfish, skinless fillet, raw",r,Sebastes aleutianus,Rougheye rockfish,Sebastes aleutianus
901880,Finfish,"USA, Washington",NA,34,SBC,NA,"Bocaccio rockfish, skinless fillet, raw",r,Sebastes paucispinis,Bocaccio rockfish,Sebastes paucispinis
901881,Finfish,"USA, N California",NA,34,SGO,NA,"Chilipepper rockfish, skinless fillet, raw",r,Sebastes goodei,Chilipepper rockfish,Sebastes goodei
901882,Finfish,"USA, Washington",NA,34,RED,NA,"Flag rockfish, skinless fillet, raw",r,Sebastes rubrivincuts,Atlantic redfishes nei,Sebastes spp
901883,Finfish,"USA, Washington/Oregon",NA,34,SFE,NA,"Greenstriped rockfish, skinless fillet, raw",r,Sebastes elongatus,Greenstriped rockfish,Sebastes elongatus
901884,Finfish,"USA, Washington/Oregon",NA,34,RED,NA,"Shortspine thornyhead rockfish, skinless fillet, raw",r,Sebastes alascanus,Atlantic redfishes nei,Sebastes spp
901885,Finfish,"USA, SE Alaska/Washington/Oregon",NA,34,SPG,NA,"Canary rockfish, skinless fillet, raw",r,Sebastes pinninger,Canary rockfish,Sebastes pinniger
901886,Finfish,"USA, Washington/Oregon/N Carolina",NA,34,OPP,NA,"Pacific ocean perch, skinless fillet, raw",r,Sebastes alutus,Pacific ocean perch,Sebastes alutus
901887,Finfish,"USA, SE Alaska/Washington",NA,34,RRV,NA,"Yelloweye rockfish, skinless fillet, raw",r,Sebastes ruberrimus,Yelloweye rockfish,Sebastes ruberrimus
901888,Finfish,"USA, Washington",NA,34,SEQ,NA,"Rosy rockfish, skinless fillet, raw",r,Sebastes rosaceus,Rosy rockfish,Sebastes rosaceus
901889,Finfish,"USA, Washington/Oregon",NA,34,YRO,NA,"Yellowtail rockfish, skinless fillet, raw",r,Sebastes flavidus,Yellowtail rockfish,Sebastes flavidus
901890,Finfish,"USA, SE Alaska",NA,34,WRO,NA,"Widow rockfish, skinless fillet, raw",r,Sebastes entomelas,Widow rockfish,Sebastes entomelas
901891,Finfish,"USA, SE Alaska/Washington/Oregon",NA,34,SAB,NA,"Sablefish, skinless fillet, raw",r,Anoplopoma fimbria,Sablefish,Anoplopoma fimbria
901892,Finfish,"USA, Puget Sound",NA,23,CHU,NA,"Chum salmon, skinless fillet, raw",r,Oncorhynchus keta,Chum(=Keta=Dog)salmon,Oncorhynchus keta
901893,Finfish,"USA, Oregon/Washington/Alaska",NA,23,CHI,NA,"Chinook salmon, skinless fillet, raw",r,Oncorhynchus tshawytscha,Chinook(=Spring=King)salmon,Oncorhynchus tshawytscha
901894,Finfish,"USA, SE Alaska/Washington",NA,23,PIN,NA,"Pink salmon, skinless fillet, raw",r,Oncorhynchus gorbuscha,Pink(=Humpback)salmon,Oncorhynchus gorbuscha
901895,Finfish,"USA, Washington/Oregon/Puget Sound",NA,23,COH,NA,"Coho salmon, skinless fillet, raw",r,Oncorhynchus kisutch,Coho(=Silver)salmon,Oncorhynchus kisutch
901896,Finfish,"USA, British colombia/Washington/Colorado River/Oregon",NA,23,SOC,NA,"Sockeye salmon, skinless fillet, raw",r,Oncorhynchus nerka,Sockeye(=Red)salmon,Oncorhynchus nerka
901897,Finfish,"USA, Oregon/Washington/Alaska",NA,24,SAH,NA,"American shad, skinless fillet, raw",r,Alosa sapidissima,American shad,Alosa sapidissima
901898,Crustacean,"USA, SE Alaska/Washington",NA,45,PRA,NA,"Pink shrimp, edible flesh, raw",r,Pandalus borealis,Northern prawn,Pandalus borealis
901899,Finfish,USA,NA,38,SKA,NA,"Skate, edible flesh, raw",r,Raja sp.,Raja rays nei,Raja spp
901900,Finfish,"USA, Washington/Oregon/N California",NA,31,MIP,NA,"Dover sole, skinless fillet, raw",r,Microstomus pacificus,Dover sole,Microstomus pacificus
901901,Finfish,"USA, Bering Sea/British Colombia/Colorado/Washington/Oregon/Puget Sound",NA,31,RFE,NA,"English sole, skinless fillet, raw",r,Parophrys vetulus,English sole,Pleuronectes vetulus
901902,Finfish,"USA, Bering Sea/British Colombia/Colorado/Washington/Oregon/Puget Sound",NA,31,FTS,NA,"Flathead sole, skinless fillet, raw",r,Hippoglossoides elassodon,Flathead sole,Hippoglossoides elassodon
901903,Finfish,"USA, Oregoon",NA,31,EJO,NA,"Petrale sole, skinless fillet, raw",r,Eopsetta jordani,Petrale sole,Eopsetta jordani
901904,Finfish,"USA, Washington/Oregon",NA,31,GLZ,NA,"Rex sole, skinless fillet, raw",r,Glyptocephalus zaccirus,Rex sole,Glyptocephalus zachirus
901905,Finfish,"USA, Bering Sea/Puget Sound",NA,31,ROS,NA,"Rock sole, skinless fillet, raw",r,Lepidopsetta bilineata,Rock sole,Lepidopsetta bilineata
901906,Finfish,"USA, Puget Sound",NA,31,YSE,NA,"Sand sole, , skinless fillet, raw",r,Psettichthys melanostictus,Pacific sand sole,Psettichthys melanostictus
901907,Finfish,"USA, Bering Sea",NA,31,YES,NA,"Yellowfin sole, skinless fillet, raw",r,Limanda aspera,Yellowfin sole,Limanda aspera
901908,Molluscs,"USA, SE Alaska",NA,76,STF,NA,"Mottled starfish, edible flesh, raw",r,Evasterias troschelii,Starfishes nei,Asteroidea
901909,Molluscs,"USA, SE Alaska",NA,76,STF,NA,"Purple starfish, edible flesh, raw",r,Pisaster ochraceus,Starfishes nei,Asteroidea
901910,Molluscs,"USA, SE Alaska",NA,76,STF,NA,"Sunflower starfish, edible flesh, raw",r,Pycnopodia helianthoides,Starfishes nei,Asteroidea
901911,Finfish,"USA, Prince of Wales Islands",NA,23,ONC,NA,"Cutthroat trout, skinless fillet, raw",r,Oncorhynchus clarki,Cutthroat trout,Oncorhynchus clarki
901912,Finfish,"USA, Bristol Bay, Prince of Wales Islands",NA,23,VAR,NA,"Dolly varden trout, skinless fillet,r aw",r,Salvelinus malma,Dolly varden,Salvelinus malma
901913,Finfish,"USA, SE Alaska",NA,23,TRR,NA,"Steelhead trout, skinless fillet, raw",r,Salmo gairdneri,Rainbow trout,Oncorhynchus mykiss
901914,Finfish,"USA, Washington/Oregon",NA,36,ALB,NA,"Albacore tuna, light meat, raw",r,Thunnus alalunga,Albacore,Thunnus alalunga
901915,Finfish,"USA, Washington/Oregon",NA,36,ALB,NA,"Albacore tuna, dark meat, raw",r,Thunnus alalunga,Albacore,Thunnus alalunga
901916,Finfish,"Brazil, Ceará, Fortaleza",NA,33,SNC,Pargo marinho,"Red sea bream, skinless fillet, frozen",r,Lutjanus purpureus,Southern red snapper,Lutjanus purpureus
901917,Finfish,"Brazil, Ceará, Fortaleza",NA,12,TLN,Tilápia do Nilo,"Tilapia, skinless fillet, raw",r,Oreochromis niloticus,Nile tilapia,Oreochromis niloticus
901918,Finfish,"Brazil, Ceará, Fortaleza",NA,13,PRL,Curimatã,"Curimatã, skinless fillet, raw",r,Prochilodus cearensis,Prochilods nei,Prochilodus spp
901919,Finfish,"Brazil, Ceará, Fortaleza",NA,13,TPU,Sardinha,"Sardine, skinless fillet, raw",r,Triportheus angulatus,NA,Triportheus angulatus
901920,Crustacean,USA/Canada,NA,43,LBA,NA,"American lobster, muscle tissue (claw, leg, abdomen), raw",r,Homarus americanus,American lobster,Homarus americanus
901921,Crustacean,USA/Canada,NA,43,LBA,NA,"American lobster, hepatopancreas, raw",r,Homarus americanus,American lobster,Homarus americanus
901922,Crustacean,USA/Canada,NA,43,LBA,NA,"American lobster, gonads, raw",r,Homarus americanus,American lobster,Homarus americanus
901923,Crustacean,"UK, Scotland",NA,43,LBE,NA,"European lobster, muscle tissue (claw, leg, abdomen), raw",r,Homarus gammarus,European lobster,Homarus gammarus
901924,Crustacean,"UK, Scotland",NA,43,LBE,NA,"European lobster, hepatopancreas, raw",r,Homarus gammarus,European lobster,Homarus gammarus
901925,Crustacean,"UK, Scotland",NA,43,LBE,NA,"European lobster, gonads, raw",r,Homarus gammarus,European lobster,Homarus gammarus
901926,Crustacean,"UK, Scotland",NA,43,LBE,NA,"European lobster, roe, raw",r,Homarus gammarus,European lobster,Homarus gammarus
901933,Finfish,"Greece, Aegean Sea (samples from fish markets of Macedonia, Attica or Peloponnese)",NA,37,ATB,Atherina,"Sand smelt, whole, raw",r,Atherina boyeri,Big-scale sand smelt,Atherina boyeri
901935,Finfish,"Greece, Aegean Sea (samples from fish markets of Macedonia, Attica or Peloponnese)",NA,35,ANE,Gavros,"Anchovy, boneless fillet, raw",r,Engraulis encrasicolus,European anchovy,Engraulis encrasicolus
901937,Finfish,"Greece, Aegean Sea (samples from fish markets of Macedonia, Attica or Peloponnese)",NA,33,BOG,Gopa,"Bogue, boneless fillet, raw",r,Boops boops,Bogue,Boops boops
901939,Finfish,"Greece, Aegean Sea (samples from fish markets of Macedonia, Attica or Peloponnese)",NA,33,MUT,Koutsomoura,"Striped mullet, bonless meat (head incl.), raw",r,Mullus barbatus,Red mullet,Mullus barbatus
901941,Finfish,"Greece, Aegean Sea (samples from fish markets of Macedonia, Attica or Peloponnese)",NA,33,SPC,Marida,"Picarel, gutted, whole, raw",r,Spicara smaris,Picarel,Spicara smaris
901942,Finfish,"Greece, Aegean Sea (samples from fish markets of Macedonia, Attica or Peloponnese)",NA,37,HOM,Savridi,"Scad, boneless fillet, raw",r,Trachurus trachurus,Atlantic horse mackerel,Trachurus trachurus
901978,Molluscs,"USA, WA, Gig Harbour",NA,53,OYG,NA,"Pacific oyster, whole body, raw",r,Crasostrea gigas,Pacific cupped oyster,Crassostrea gigas
901979,Molluscs,"USA, CA coast",NA,57,SQU,NA,"California squid, edible muscle, frozen",r,Loligo opalescens,Opalescent inshore squid,Loligo opalescens
901980,Molluscs,"USA, MA coast",NA,55,SCX,NA,"Sea scallop, edible muscle, raw",r,Aquapecten grandis,Scallops nei,Pectinidae
901981,Molluscs,"USA, FL, Gulf of Mexico",NA,55,SCB,NA,"Bay scallop, edible muscle, raw",r,Argopecten irradians,Atlantic bay scallop,Argopecten irradians
901984,Molluscs,"Italy, Ionian Sea, coastal waters of Gulf of Taranto",W,57,OCC,NA,"Octopus, wild, juvenile, arms, raw",r,Octopus vulgaris,Common octopus,Octopus vulgaris
901985,Finfish,Bangladesh,NA,13,MRE,Baim/Chikra,"cleaned parts (according to traditional practices), raw",r,Macrognathus aculeatus,NA,Macrognathus aculeatus
901986,Finfish,Bangladesh,NA,33,AIB,Chanda,"cleaned parts (according to traditional practices), raw",r,Parambassis ranga,Glassfishes,Ambassidae
901987,Finfish,Bangladesh,NA,11,ESD,Darkina,"Flying barb, cleaned parts (according to traditional practices), raw",r,Esomus danricus,Flying barb,Esomus danricus
901988,Finfish,Bangladesh,NA,13,CLK,Kachki,"Ganges river sprat, cleaned parts (according to traditional practices), raw",r,Corica soborna,Ganges river sprat,Corica soborna
901989,Finfish,Bangladesh,NA,11,ABO,Mola,"cleaned parts (according to traditional practices), raw",r,Amblypharyngodon mola,NA,Amblypharyngodon mola
901990,Finfish,Bangladesh,NA,11,PUR,Puti,"Pool barb, cleaned parts (according to traditional practices), raw",r,Puntius sophore,Pool barb,Puntius sophore
901991,Finfish,Bangladesh,NA,13,CNP,Taki,"Spotted snakehead, cleaned parts (according to traditional practices), raw",r,Channa punctatus,Spotted snakehead,Channa punctata
901992,Finfish,Bangladesh,NA,11,CMG,NA,"Mrigal, cleaned parts (according to traditional practices), raw",r,Cirrhinus cirrhosus,NA,Cirrhinus cirrhosus
901993,Finfish,Bangladesh,NA,11,SVC,NA,"Silver carp, cleaned parts (according to traditional practices), raw",r,Hypophthamichyths molitrix,Silver carp,Hypophthalmichthys molitrix
901994,Finfish,Cambodia,NA,11,RRZ,Changwe mool,"cleaned parts (according to traditional practices), raw",r,Rasbora torniere,NA,Rasbora tawarensis
901995,Finfish,Cambodia,NA,11,NA,Chunteas phluk,"cleaned parts (according to traditional practices), raw",r,Parachela siamensis,NA,NA
901996,Finfish,Cambodia,NA,33,AIB,Kangtrang preng,"cleaned parts (according to traditional practices), raw",r,Parambassis wolffi,Glassfishes,Ambassidae
901997,Finfish,Cambodia,NA,11,FCY,Trey changwa plieng,"cleaned parts (according to traditional practices), raw",r,Esomus longimanus,Cyprinids nei,Cyprinidae
901998,Finfish,Cambodia,NA,13,FIS,NA,"Great snakehead, cleaned parts (according to traditional practices), raw",r,Channa micropeltes,Indonesian snakehead,Channa micropeltes
901999,Finfish,Cambodia,NA,13,KNA,NA,"Giant snakehead, cleaned parts (according to traditional practices), raw",r,Channa marulius,NA,Channa marulius
902018,Finfish,"Unknown (samples from markets of City of São Paulo, Brazil)",NA,35,SIX,NA,"Sardine, head cut, eviscerated, fillet, raw",r,Sardinella spp,Sardinellas Nei,Sardinella spp
902019,Finfish,"Unknown (samples from markets of City of São Paulo, Brazil)",NA,33,CKM,NA,"Croaker, head cut, eviscerated, fillet, raw",r,Micropogonias furnieri,Whitemouth croaker,Micropogonias furnieri
902020,Finfish,"Unknown (samples from markets of City of São Paulo, Brazil)",NA,12,TLP,NA,"Tilápia, head cut, eviscerated, fillet, raw",r,Oreochromis spp.,Tilapias nei,Oreochromis (=Tilapia) spp
902021,Finfish,"Unknown (samples from markets of City of São Paulo, Brazil)",NA,13,PRL,NA,"Curimbatá, head cut, eviscerated, fillet, raw",r,Prochilodus spp,Prochilods nei,Prochilodus spp
902022,Crustacean,"Unknown (samples from markets of City of São Paulo, Brazil)",NA,45,BOB,NA,"Seabob shrimp head cut, shelled, raw",r,Xiphopenaeus kroyeri,Atlantic seabob,Xiphopenaeus kroyeri
902023,Finfish,"Unknown (samples from markets of City of São Paulo, Brazil)",NA,35,SIX,NA,"Sardine, head cut, eviscerated, fillet, raw",r,Sardinella spp,Sardinellas Nei,Sardinella spp
902024,Finfish,"Unknown (samples from markets of City of São Paulo, Brazil)",NA,33,CKM,NA,"Croaker, head cut, eviscerated, fillet, raw",r,Micropogonias furnieri,Whitemouth croaker,Micropogonias furnieri
902025,Finfish,"Unknown (samples from markets of City of São Paulo, Brazil)",NA,12,TLP,NA,"Tilápia, head cut, eviscerated, fillet, raw",r,Oreochromis spp.,Tilapias nei,Oreochromis (=Tilapia) spp
902026,Finfish,"Unknown (samples from markets of City of São Paulo, Brazil)",NA,13,PRL,NA,"Curimbatá, head cut, eviscerated, fillet, raw",r,Prochilodus spp,Prochilods nei,Prochilodus spp
902027,Crustacean,"Unknown (samples from markets of City of São Paulo, Brazil)",NA,45,BOB,NA,"Seabob shrimp head cut, shelled, raw",r,Xiphopenaeus kroyeri,Atlantic seabob,Xiphopenaeus kroyeri
902028,Crustacean,"UK, Scottish coast, English Channel",NA,42,CRA,NA,"Atlantic spider crab, edible tissue, muscle from claws and walking legs, raw",r,Maja brachydactyla,Marine crabs nei,Brachyura
902029,Crustacean,"UK, Scottish coast, English Channel",NA,42,CRA,NA,"Atlantic spider crab, edible tissue, gonads, raw",r,Maja brachydactyla,Marine crabs nei,Brachyura
902030,Crustacean,"UK, Scottish coast, English Channel",NA,42,CRA,NA,"Atlantic spider crab, edible tissue, gills, raw",r,Maja brachydactyla,Marine crabs nei,Brachyura
902031,Crustacean,"UK, Scotland",NA,43,LBE,NA,"European Lobster, female, muscle from claws, raw",r,Homarus gammarus,European Lobster,Homarus gammarus
902032,Crustacean,"UK, Scotland",NA,43,LBE,NA,"European Lobster, male, muscle from claws, raw",r,Homarus gammarus,European Lobster,Homarus gammarus
902033,Crustacean,USA/Canada,NA,43,LBA,NA,"American Lobster, female, muscle from claws, raw",r,Homarus americanus,American Lobster,Homarus americanus
902034,Crustacean,USA/Canada,NA,43,LBA,NA,"American Lobster, male, muscle from claws, raw",r,Homarus americanus,American Lobster,Homarus americanus
902035,Crustacean,"UK, Scotland",NA,43,LBE,NA,"European Lobster, female, hepatopancreas, raw",r,Homarus gammarus,European Lobster,Homarus gammarus
902036,Crustacean,"UK, Scotland",NA,43,LBE,NA,"European Lobster, male, hepatopancreas, raw",r,Homarus gammarus,European Lobster,Homarus gammarus
902037,Crustacean,USA/Canada,NA,43,LBA,NA,"American Lobster, female, hepatopancreas, raw",r,Homarus americanus,American Lobster,Homarus americanus
902038,Crustacean,USA/Canada,NA,43,LBA,NA,"American Lobster, male, hepatopancreas, raw",r,Homarus americanus,American Lobster,Homarus americanus
902039,Crustacean,USA/Canada,NA,43,LBA,NA,"American lobster, female, gonads, raw",r,Homarus americanus,American Lobster,Homarus americanus
902043,Molluscs,"Turkey, Kumbag, Marmara Sea",NA,56,SVE,NA,"Venerid clam, flesh meat, raw",r,Chamelea gallina,Striped venus,Chamelea gallina
902044,Molluscs,"Turkey, Kumbag, Marmara Sea",NA,56,SVE,NA,"Venerid clam, flesh meat, raw",r,Chamelea gallina,Striped venus,Chamelea gallina
902045,Molluscs,"Turkey, Kumbag, Marmara Sea",NA,56,SVE,NA,"Venerid clam, flesh meat, raw",r,Chamelea gallina,Striped venus,Chamelea gallina
902046,Molluscs,"Turkey, Kumbag, Marmara Sea",NA,56,SVE,NA,"Venerid clam, flesh meat, raw",r,Chamelea gallina,Striped venus,Chamelea gallina
902047,Molluscs,"Turkey, Kumbag, Marmara Sea",NA,56,DXL,NA,"Wedge clam, flesh meat, raw",r,Donax trunculus,Truncate donax,Donax trunculus
902048,Molluscs,"Turkey, Kumbag, Marmara Sea",NA,56,DXL,NA,"Wedge clam, flesh meat, raw",r,Donax trunculus,Truncate donax,Donax trunculus
902049,Molluscs,"Turkey, Kumbag, Marmara Sea",NA,56,DXL,NA,"Wedge clam, flesh meat, raw",r,Donax trunculus,Truncate donax,Donax trunculus
902050,Molluscs,"Turkey, Kumbag, Marmara Sea",NA,56,DXL,NA,"Wedge clam, flesh meat, raw",r,Donax trunculus,Truncate donax,Donax trunculus
902051,Molluscs,Unknown,NA,57,OFJ,NA,"Neon flying squid, mantle meat, raw",r,Ommastrephes bartrami,Neon flying squid,Ommastrephes bartrami
902053,Molluscs,Unknown,NA,57,GIS,NA,"Jumbo squid, mantle meat, raw",r,Dosidicus gigas,Jumbo flying squid,Dosidicus gigas
902060,Crustacean,"Brazil, Ceará, Camocim",NA,42,UCC,NA,"Crab, claw meat, raw",r,Ucides cordatus,Ghost crab,Ucides cordatus
902093,Molluscs,"Unknown (samples from market in Calabar, Nigeria)",NA,56,CLX,NA,"Clam, wild, edible flesh, raw",r,Egeria radiata,"Clams, etc. nei",Bivalvia
902118,Crustacean,"Unknown (samples from markets of City of São Paulo, Brazil)",NA,45,PNB/PPS,NA,"Pink shrimp, flesh (without exosceletron, cephalotorax and intestine), raw",r,Penaeus brasiliensis/Penaeus paulensis,Redspotted shrimp/Sao Paolo shrimp,Penaeus brasiliensis/Penaeus paulensis
902129,Molluscs,"Costa Rica, Lagarto Pacific",NA,52,TBG,NA,"Cambute, meat, raw",r,Strombus galeatus,Giant Eastern Pacific conch,Strombus galeatus
902130,Molluscs,"Costa Rica, Bahia Ballena, Pacific",NA,52,TBG,NA,"Cambute, meat, raw",r,Strombus galeatus,Giant Eastern Pacific conch,Strombus galeatus
902131,Molluscs,"Costa Rica, Golfito, Pacific",NA,52,TBG,NA,"Cambute, meat, raw",r,Strombus galeatus,Giant Eastern Pacific conch,Strombus galeatus
902132,Molluscs,"Itlay, Venice",NA,56,CLJ,NA,"Manila clam, meat, raw",r,Ruditapes philippinarum,Japanese carpet shell,Ruditapes philippinarum
902134,Molluscs,"Unknown, North-eastern Atlantic",NA,57,OCC,NA,"Octoupus, edible flesh (mantle, arms), raw",r,Octopus vulgaris,Common octopus,Octopus vulgaris
902135,Molluscs,"Unknown, North-eastern Atlantic",NA,57,SQR,NA,"Squid, edible flesh (mantle, arms), raw",r,Loligo vulgaris,European squid,Loligo vulgaris
902136,Molluscs,"Unknown, North-eastern Atlantic",NA,57,CTC,NA,"Cuttlefish, edible flesh (mantle, arms), raw",r,Sepia officinalis,Common cuttlefish,Sepia officinalis
902137,Finfish,Canada,NA,25,ACH,NA,"Arctic char, flesh, raw",r,Salvelinus alpinus,Arctic char,Salvelinus alpinus
902138,Finfish,Canada,NA,25,ACH,NA,"Arctic char, flesh, raw",r,Salvelinus alpinus,Arctic char,Salvelinus alpinus
902139,Finfish,Canada,NA,32,GAD,NA,"Cod, flesh, raw",r,Boreogadus spp./Eleginus spp./Gadus spp./Microgadus spp.,Gadiformes nei,Gadiformes/Gadidae
902142,Finfish,Canada,NA,23,TLA,NA,"Grayling, flesh, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus
902143,Finfish,Canada,NA,23,SLZ,NA,"Salmon, eggs, raw",r,Oncorhynchus spp./Salmo spp.,Salmonids nei,Salmonidae
902145,Finfish,Canada,NA,23,SLZ,NA,"Salmon, flesh, raw",r,Oncorhynchus spp./Salmo spp.,Salmonids nei,Salmonidae
902149,Finfish,Canada,NA,23,SLZ,NA,"Trout, flesh, raw",r,Salmo spp./Salvelinus spp.,Salmonids nei,Salmonidae
902150,Finfish,Canada,NA,23,SLZ,NA,"Trout, flesh, raw",r,Salmo spp./Salvelinus spp.,Salmonids nei,Salmonidae
902154,Finfish,Canada,NA,23,WHF,NA,"Whitefish, flesh, raw",r,Coregonus clupeaformis/Coregonus nasus,Whitefishes nei,Coregonus spp
902155,Finfish,Canada,NA,23,WHF,NA,"Whitefish, flesh, raw",r,Coregonus clupeaformis/Coregonus nasus,Whitefishes nei,Coregonus spp
902162,Finfish,"Iceland, North Atlantic",W,34,ZLS,Grásleppuhrognakavíar,"Caviar, lumpsucker, wild, raw",r,NA,(Lumpfishes nei),(Cyclopteridae)
